Date,Team,Opponent,ERA,Player,Year
Apr 6,LAD,@ PHI,6.43,Tyler Glasnow,2025
Apr 13,LAD,vs CHC,4.85,Tyler Glasnow,2025
Apr 20,LAD,@ TEX,3.71,Tyler Glasnow,2025
Apr 27,LAD,vs PIT,4.50,Tyler Glasnow,2025
Mar 31,LAD,vs ATL,0.00,Tyler Glasnow,2025
Apr 6,LAD,@ PHI,6.43,Tyler Glasnow,2025
Apr 13,LAD,vs CHC,4.85,Tyler Glasnow,2025
Apr 20,LAD,@ TEX,3.71,Tyler Glasnow,2025
Apr 27,LAD,vs PIT,4.50,Tyler Glasnow,2025
Mar 29,TEX,vs BOS,5.40,Tyler Mahle,2025
Apr 4,TEX,vs TB,1.35,Tyler Mahle,2025
Apr 9,TEX,@ CHC,1.32,Tyler Mahle,2025
Apr 15,TEX,vs LAA,0.92,Tyler Mahle,2025
Apr 20,TEX,vs LAD,0.68,Tyler Mahle,2025
Apr 26,TEX,@ SF,1.14,Tyler Mahle,2025
May 1,TEX,vs ATH,1.19,Tyler Mahle,2025
Mar 29,TEX,vs BOS,5.40,Tyler Mahle,2025
Apr 4,TEX,vs TB,1.35,Tyler Mahle,2025
Apr 9,TEX,@ CHC,1.32,Tyler Mahle,2025
Apr 15,TEX,vs LAA,0.92,Tyler Mahle,2025
Apr 20,TEX,vs LAD,0.68,Tyler Mahle,2025
Apr 26,TEX,@ SF,1.14,Tyler Mahle,2025
May 1,TEX,vs ATH,1.19,Tyler Mahle,2025
Mar 28,NYM,@ HOU,1.80,Tylor Megill,2025
Apr 4,NYM,vs TOR,0.87,Tylor Megill,2025
Apr 9,NYM,vs MIA,0.63,Tylor Megill,2025
Apr 15,NYM,@ MIN,1.40,Tylor Megill,2025
Apr 21,NYM,vs PHI,1.09,Tylor Megill,2025
Apr 27,NYM,@ WSH,1.74,Tylor Megill,2025
May 4,NYM,@ STL,2.50,Tylor Megill,2025
Mar 28,NYM,@ HOU,1.80,Tylor Megill,2025
Apr 4,NYM,vs TOR,0.87,Tylor Megill,2025
Apr 9,NYM,vs MIA,0.63,Tylor Megill,2025
Apr 15,NYM,@ MIN,1.40,Tylor Megill,2025
Apr 21,NYM,vs PHI,1.09,Tylor Megill,2025
Apr 27,NYM,@ WSH,1.74,Tylor Megill,2025
May 4,NYM,@ STL,2.50,Tylor Megill,2025
Mar 29,BOS,@ TEX,8.31,Walker Buehler,2025
Apr 4,BOS,vs STL,8.68,Walker Buehler,2025
Apr 10,BOS,vs TOR,5.74,Walker Buehler,2025
Apr 15,BOS,@ TB,5.23,Walker Buehler,2025
Apr 21,BOS,vs CWS,4.23,Walker Buehler,2025
Apr 26,BOS,@ CLE,4.28,Walker Buehler,2025
Mar 29,BOS,@ TEX,8.31,Walker Buehler,2025
Apr 4,BOS,vs STL,8.68,Walker Buehler,2025
Apr 10,BOS,vs TOR,5.74,Walker Buehler,2025
Apr 15,BOS,@ TB,5.23,Walker Buehler,2025
Apr 21,BOS,vs CWS,4.23,Walker Buehler,2025
Apr 26,BOS,@ CLE,4.28,Walker Buehler,2025
Apr 1,NYY,vs AZ,3.60,Will Warren,2025
Apr 6,NYY,@ PIT,6.00,Will Warren,2025
Apr 12,NYY,vs SF,5.14,Will Warren,2025
Apr 17,NYY,@ TB,5.17,Will Warren,2025
Apr 22,NYY,@ CLE,4.79,Will Warren,2025
Apr 28,NYY,@ BAL,5.63,Will Warren,2025
May 4,NYY,vs TB,5.65,Will Warren,2025
Apr 1,NYY,vs AZ,3.60,Will Warren,2025
Apr 6,NYY,@ PIT,6.00,Will Warren,2025
Apr 12,NYY,vs SF,5.14,Will Warren,2025
Apr 17,NYY,@ TB,5.17,Will Warren,2025
Apr 22,NYY,@ CLE,4.79,Will Warren,2025
Apr 28,NYY,@ BAL,5.63,Will Warren,2025
May 4,NYY,vs TB,5.65,Will Warren,2025
Mar 27,TOR,vs BAL,27.00,Yariel Rodriguez,2025
Mar 30,TOR,vs BAL,13.50,Yariel Rodriguez,2025
Apr 1,TOR,vs WSH,12.00,Yariel Rodriguez,2025
Apr 4,TOR,@ NYM,9.00,Yariel Rodriguez,2025
Apr 8,TOR,@ BOS,9.64,Yariel Rodriguez,2025
Apr 12,TOR,@ BAL,8.44,Yariel Rodriguez,2025
Apr 14,TOR,vs ATL,6.14,Yariel Rodriguez,2025
Apr 19,TOR,vs SEA,4.82,Yariel Rodriguez,2025
Apr 22,TOR,@ HOU,5.23,Yariel Rodriguez,2025
Apr 27,TOR,@ NYY,4.63,Yariel Rodriguez,2025
Apr 30,TOR,vs BOS,5.68,Yariel Rodriguez,2025
May 3,TOR,vs CLE,5.54,Yariel Rodriguez,2025
May 4,TOR,vs CLE,5.65,Yariel Rodriguez,2025
Mar 27,TOR,vs BAL,27.00,Yariel Rodriguez,2025
Mar 30,TOR,vs BAL,13.50,Yariel Rodriguez,2025
Apr 1,TOR,vs WSH,12.00,Yariel Rodriguez,2025
Apr 4,TOR,@ NYM,9.00,Yariel Rodriguez,2025
Apr 8,TOR,@ BOS,9.64,Yariel Rodriguez,2025
Apr 12,TOR,@ BAL,8.44,Yariel Rodriguez,2025
Apr 14,TOR,vs ATL,6.14,Yariel Rodriguez,2025
Apr 19,TOR,vs SEA,4.82,Yariel Rodriguez,2025
Apr 22,TOR,@ HOU,5.23,Yariel Rodriguez,2025
Apr 27,TOR,@ NYY,4.63,Yariel Rodriguez,2025
Apr 30,TOR,vs BOS,5.68,Yariel Rodriguez,2025
May 3,TOR,vs CLE,5.54,Yariel Rodriguez,2025
May 4,TOR,vs CLE,5.65,Yariel Rodriguez,2025
Mar 18,LAD,@ CHC,1.80,Yoshinobu Yamamoto,2025
Mar 28,LAD,vs DET,2.70,Yoshinobu Yamamoto,2025
Apr 4,LAD,@ PHI,1.69,Yoshinobu Yamamoto,2025
Apr 11,LAD,vs CHC,1.23,Yoshinobu Yamamoto,2025
Apr 18,LAD,@ TEX,0.93,Yoshinobu Yamamoto,2025
Apr 25,LAD,vs PIT,1.06,Yoshinobu Yamamoto,2025
May 2,LAD,@ ATL,0.90,Yoshinobu Yamamoto,2025
Mar 18,LAD,@ CHC,1.80,Yoshinobu Yamamoto,2025
Mar 28,LAD,vs DET,2.70,Yoshinobu Yamamoto,2025
Apr 4,LAD,@ PHI,1.69,Yoshinobu Yamamoto,2025
Apr 11,LAD,vs CHC,1.23,Yoshinobu Yamamoto,2025
Apr 18,LAD,@ TEX,0.93,Yoshinobu Yamamoto,2025
Apr 25,LAD,vs PIT,1.06,Yoshinobu Yamamoto,2025
May 2,LAD,@ ATL,0.90,Yoshinobu Yamamoto,2025
Mar 27,LAA,@ CWS,4.50,Yusei Kikuchi,2025
Apr 2,LAA,@ STL,4.50,Yusei Kikuchi,2025
Apr 9,LAA,@ TB,5.00,Yusei Kikuchi,2025
Apr 15,LAA,@ TEX,4.13,Yusei Kikuchi,2025
Apr 20,LAA,vs SF,3.38,Yusei Kikuchi,2025
Apr 26,LAA,@ MIN,4.31,Yusei Kikuchi,2025
May 1,LAA,vs DET,4.21,Yusei Kikuchi,2025
Mar 27,LAA,@ CWS,4.50,Yusei Kikuchi,2025
Apr 2,LAA,@ STL,4.50,Yusei Kikuchi,2025
Apr 9,LAA,@ TB,5.00,Yusei Kikuchi,2025
Apr 15,LAA,@ TEX,4.13,Yusei Kikuchi,2025
Apr 20,LAA,vs SF,3.38,Yusei Kikuchi,2025
Apr 26,LAA,@ MIN,4.31,Yusei Kikuchi,2025
May 1,LAA,vs DET,4.21,Yusei Kikuchi,2025
Mar 27,PHI,@ WSH,1.50,Zack Wheeler,2025
Apr 2,PHI,vs COL,1.38,Zack Wheeler,2025
Apr 8,PHI,@ ATL,3.44,Zack Wheeler,2025
Apr 13,PHI,@ STL,4.07,Zack Wheeler,2025
Apr 18,PHI,vs MIA,3.73,Zack Wheeler,2025
Apr 23,PHI,@ NYM,3.62,Zack Wheeler,2025
Apr 29,PHI,vs WSH,3.48,Zack Wheeler,2025
Mar 27,PHI,@ WSH,1.50,Zack Wheeler,2025
Apr 2,PHI,vs COL,1.38,Zack Wheeler,2025
Apr 8,PHI,@ ATL,3.44,Zack Wheeler,2025
Apr 13,PHI,@ STL,4.07,Zack Wheeler,2025
Apr 18,PHI,vs MIA,3.73,Zack Wheeler,2025
Apr 23,PHI,@ NYM,3.62,Zack Wheeler,2025
Apr 29,PHI,vs WSH,3.48,Zack Wheeler,2025
